X,Y,NAMOBJ,FCODE,REMARK,SRS_ID,LCODE,METADATA,icon_url
102.157027033,1.50832196700003,Lokasi Pembuangan Sampah Bantantua,,Tempat Pembuangan Akhir Sampah,,HE0040,,./0.png
